,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_name,opening_ply,game_category,white level,black level,Rating_Diff,Quality,winner condition,base_time,increment_time
12682,True,44,resign,black,1426,1946,D03,Queen's Pawn Game,5,rapid,Beginner,Intermediate,520,Low Quality,higher rating,10,0
12683,True,55,mate,white,1946,1259,A40,Horwitz Defense,2,rapid,Intermediate,Beginner,687,Low Quality,higher rating,10,0
12684,True,56,resign,black,1765,1939,C02,French Defense,9,rapid,Intermediate,Intermediate,174,High Quality,higher rating,10,0
12685,True,33,resign,white,1938,1352,D02,Queen's Pawn Game,3,rapid,Intermediate,Beginner,586,Low Quality,higher rating,10,0
12686,True,31,resign,white,1985,1949,C01,French Defense,5,rapid,Intermediate,Intermediate,36,High Quality,higher rating,10,0
12687,True,34,mate,black,1927,1938,C00,French Defense,5,rapid,Intermediate,Intermediate,11,High Quality,higher rating,10,0
12688,True,109,outoftime,white,1924,1998,D85,Gruenfeld Defense,13,rapid,Intermediate,Intermediate,74,High Quality,higher rating,10,0
12689,True,96,resign,black,1717,1918,A02,Bird Opening,1,rapid,Intermediate,Intermediate,201,Medium Quality,higher rating,10,0
12690,True,67,resign,white,1910,1773,E61,King's Indian Defense,6,rapid,Intermediate,Intermediate,137,High Quality,higher rating,10,0
12691,True,91,resign,white,1902,1789,A57,Benko Gambit,6,rapid,Intermediate,Intermediate,113,High Quality,higher rating,10,0
12692,True,138,draw,draw,1663,1909,D10,Slav Defense #2,5,rapid,Intermediate,Intermediate,246,Medium Quality,higher rating,10,0
12693,True,88,resign,black,1924,1850,E94,King's Indian Defense,14,rapid,Intermediate,Intermediate,74,High Quality,lower rating,10,0
12694,True,38,mate,black,1350,1923,C02,French Defense,8,rapid,Beginner,Intermediate,573,Low Quality,higher rating,10,0
12695,True,98,resign,black,1811,1914,C05,French Defense,6,rapid,Intermediate,Intermediate,103,High Quality,higher rating,10,0
12696,True,58,resign,black,2128,1896,C00,French Defense,5,rapid,Advanced,Intermediate,232,Medium Quality,lower rating,10,0
12697,True,50,resign,black,1901,2123,A40,Englund Gambit Complex Declined,3,rapid,Intermediate,Advanced,222,Medium Quality,higher rating,10,0
12698,True,43,resign,white,1776,1917,B25,Sicilian Defense,4,rapid,Intermediate,Intermediate,141,High Quality,higher rating,10,0
12699,True,52,resign,black,1930,1867,B40,Sicilian Defense,8,rapid,Intermediate,Intermediate,63,High Quality,lower rating,10,0
12700,True,108,mate,black,2106,1993,B57,Sicilian Defense,8,blitz,Advanced,Intermediate,113,High Quality,lower rating,3,30
12701,False,43,mate,white,1993,1500,D31,Queen's Gambit Declined,5,blitz,Intermediate,Beginner,493,Low Quality,higher rating,5,5
12702,False,96,mate,black,1500,1993,C50,Italian Game,8,blitz,Beginner,Intermediate,493,Low Quality,higher rating,5,5
12703,True,87,mate,white,1987,1828,E67,King's Indian Defense,12,blitz,Intermediate,Intermediate,159,High Quality,higher rating,7,7
12704,True,56,resign,black,1835,1980,A45,Indian Game,2,blitz,Intermediate,Intermediate,145,High Quality,higher rating,7,7
12705,True,112,resign,black,1688,1711,A41,Queen's Pawn,2,rapid,Intermediate,Intermediate,23,High Quality,higher rating,10,0
12706,True,152,outoftime,black,1646,1679,A35,English Opening,4,rapid,Intermediate,Intermediate,33,High Quality,higher rating,10,0
12707,True,33,resign,white,1716,1696,C20,King's Pawn Game,3,rapid,Intermediate,Intermediate,20,High Quality,higher rating,10,0
12708,True,50,resign,black,1709,1628,A51,Indian Game,4,rapid,Intermediate,Intermediate,81,High Quality,lower rating,10,0
12709,True,58,resign,black,1636,1701,C02,French Defense,10,rapid,Intermediate,Intermediate,65,High Quality,higher rating,10,0
12710,True,45,resign,white,1692,1645,D02,Queen's Pawn Game,5,rapid,Intermediate,Intermediate,47,High Quality,higher rating,10,0
12711,True,120,outoftime,black,1550,1685,C02,French Defense,10,rapid,Beginner,Intermediate,135,High Quality,higher rating,10,0
12712,True,37,resign,white,1675,1654,A47,Queen's Indian Defense,4,rapid,Intermediate,Intermediate,21,High Quality,higher rating,10,0
12713,True,90,mate,black,1651,1674,C45,Scotch Game,7,rapid,Intermediate,Intermediate,23,High Quality,higher rating,60,0
12714,True,69,resign,white,1641,1632,B00,Nimzowitsch Defense,5,rapid,Intermediate,Intermediate,9,High Quality,higher rating,10,5
12715,True,120,resign,black,1621,1630,A01,Nimzo-Larsen Attack,2,blitz,Intermediate,Intermediate,9,High Quality,higher rating,8,10
12716,False,109,mate,white,1566,1597,B90,Sicilian Defense,10,rapid,Beginner,Beginner,31,High Quality,higher rating,10,10
12717,True,53,mate,white,1551,1592,C40,Elephant Gambit,4,rapid,Beginner,Beginner,41,High Quality,higher rating,10,0
12718,True,81,outoftime,white,1569,1564,C25,Vienna Game,4,rapid,Beginner,Beginner,5,High Quality,higher rating,10,0
12719,False,85,draw,draw,1558,1691,D06,Queen's Gambit Refused,4,rapid,Beginner,Intermediate,133,High Quality,higher rating,10,0
12720,True,61,outoftime,white,1731,1566,C55,Italian Game,7,rapid,Intermediate,Beginner,165,High Quality,higher rating,10,0
12721,True,51,resign,white,1813,1571,C44,Scotch Game,5,rapid,Intermediate,Beginner,242,Medium Quality,higher rating,10,0
12722,True,43,resign,white,1559,1525,A41,Old Indian Defense,3,rapid,Beginner,Beginner,34,High Quality,higher rating,10,0
12723,True,51,outoftime,white,1697,1558,C57,Italian Game,11,rapid,Intermediate,Beginner,139,High Quality,higher rating,10,0
12724,True,51,resign,white,1777,1565,C34,King's Gambit Accepted |  MacLeod Defense,6,rapid,Intermediate,Beginner,212,Medium Quality,higher rating,10,0
12725,True,69,mate,white,1553,1482,D20,Queen's Gambit Accepted,4,rapid,Beginner,Beginner,71,High Quality,higher rating,10,0
12726,True,53,resign,white,1648,1565,C50,Italian Game,8,rapid,Intermediate,Beginner,83,High Quality,higher rating,10,0
12727,True,17,mate,white,1529,1583,C57,Italian Game,11,rapid,Beginner,Beginner,54,High Quality,higher rating,10,0
12728,True,39,mate,white,1572,1451,D44,Queen's Gambit Declined,9,rapid,Beginner,Beginner,121,High Quality,higher rating,10,0
12729,True,78,outoftime,black,1580,1799,D30,Queen's Gambit Declined,4,rapid,Beginner,Intermediate,219,Medium Quality,higher rating,10,0
12730,True,62,mate,black,1534,1553,C34,King's Gambit Accepted |  MacLeod Defense,6,rapid,Beginner,Beginner,19,High Quality,higher rating,10,0
12731,True,49,mate,white,1616,1568,D53,Queen's Gambit Declined,8,rapid,Intermediate,Beginner,48,High Quality,higher rating,10,0
12732,True,27,resign,black,1511,1553,B90,Sicilian Defense,11,rapid,Beginner,Beginner,42,High Quality,higher rating,10,0
12733,True,36,mate,black,1573,1541,C60,Ruy Lopez,6,rapid,Beginner,Beginner,32,High Quality,lower rating,10,0
12734,False,3,resign,white,1500,1342,C20,King's Pawn Game,3,bullet,Beginner,Beginner,158,High Quality,higher rating,2,9
12735,True,2,resign,black,1500,1537,C00,French Defense #2,2,rapid,Beginner,Beginner,37,High Quality,higher rating,15,15
12736,True,44,resign,black,1853,1826,C50,Giuoco Piano,6,rapid,Intermediate,Intermediate,27,High Quality,lower rating,25,2
12737,False,35,resign,white,1826,1853,A46,Indian Game,5,rapid,Intermediate,Intermediate,27,High Quality,higher rating,25,2
12738,True,53,resign,white,1921,1647,B12,Caro-Kann Defense,5,blitz,Intermediate,Intermediate,274,Medium Quality,higher rating,5,5
12739,True,131,mate,white,1396,1670,A41,Queen's Pawn Game,4,rapid,Beginner,Intermediate,274,Medium Quality,higher rating,10,0
12740,True,50,resign,black,1691,1499,C30,King's Gambit,3,rapid,Intermediate,Beginner,192,High Quality,lower rating,10,0
12741,True,24,mate,black,1708,1649,C02,French Defense,7,rapid,Intermediate,Intermediate,59,High Quality,lower rating,10,0
12742,True,36,mate,black,1559,1699,B20,Sicilian Defense,3,rapid,Beginner,Intermediate,140,High Quality,higher rating,10,0
12743,True,15,resign,white,1786,1775,C45,Scotch Game,7,rapid,Intermediate,Intermediate,11,High Quality,higher rating,10,0
12744,True,49,mate,white,1774,1786,B72,Sicilian Defense,11,rapid,Intermediate,Intermediate,12,High Quality,higher rating,10,0
12745,False,37,mate,white,1500,1416,C78,Ruy Lopez,10,rapid,Beginner,Beginner,84,High Quality,higher rating,10,5
12746,False,7,resign,black,1431,1416,C50,Giuoco Piano,6,rapid,Beginner,Beginner,15,High Quality,lower rating,10,5
12747,False,42,mate,black,1416,2361,C31,King's Gambit Declined,5,rapid,Beginner,Expert,945,Low Quality,higher rating,30,30
12748,False,83,mate,white,2401,1416,B56,Sicilian Defense,9,rapid,Expert,Beginner,985,Low Quality,higher rating,10,5
12749,False,59,mate,white,2401,1416,C45,Scotch Game,9,rapid,Expert,Beginner,985,Low Quality,higher rating,10,5
12750,False,29,resign,white,2361,1695,B01,Scandinavian Defense,6,rapid,Expert,Intermediate,666,Low Quality,higher rating,30,30
12751,False,18,resign,black,2066,1695,B01,Scandinavian Defense,6,rapid,Advanced,Intermediate,371,Medium Quality,lower rating,30,10
12752,True,138,mate,black,1720,1683,B01,Scandinavian Defense,6,rapid,Intermediate,Intermediate,37,High Quality,lower rating,45,15
12753,True,57,resign,white,1674,1579,C50,Italian Game,9,rapid,Intermediate,Beginner,95,High Quality,higher rating,45,0
12754,True,38,resign,black,1587,1666,B01,Scandinavian Defense,6,rapid,Beginner,Intermediate,79,High Quality,higher rating,45,0
12755,True,42,resign,white,1751,1675,C20,King's Pawn Game,3,rapid,Intermediate,Intermediate,76,High Quality,higher rating,45,4
12756,True,22,resign,black,1684,1742,C40,King's Pawn Game,4,rapid,Intermediate,Intermediate,58,High Quality,higher rating,45,4
12757,True,23,resign,white,1732,1694,B01,Scandinavian Defense,2,rapid,Intermediate,Intermediate,38,High Quality,higher rating,45,4
12758,True,36,resign,black,1762,1681,B01,Scandinavian Defense,6,rapid,Intermediate,Intermediate,81,High Quality,lower rating,45,15
12759,True,92,mate,black,1690,1758,C41,Philidor Defense #3,5,rapid,Intermediate,Intermediate,68,High Quality,higher rating,60,0
12760,True,17,resign,white,1749,1700,B01,Scandinavian Defense,2,rapid,Intermediate,Intermediate,49,High Quality,higher rating,60,0
12761,True,17,resign,white,1689,1677,C50,Italian Game,6,rapid,Intermediate,Intermediate,12,High Quality,higher rating,30,0
12762,False,67,mate,white,1689,1567,B00,Ware Defense,2,rapid,Intermediate,Beginner,122,High Quality,higher rating,10,0
12763,True,52,resign,black,1698,1785,C40,King's Pawn Game,4,rapid,Intermediate,Intermediate,87,High Quality,higher rating,10,5
12764,True,36,resign,white,1664,1711,A07,King's Indian Attack,3,rapid,Intermediate,Intermediate,47,High Quality,higher rating,10,5
12765,True,45,resign,white,1510,1729,C20,King's Pawn Game,3,rapid,Beginner,Intermediate,219,Medium Quality,higher rating,10,10
12766,False,66,resign,black,1500,1500,B00,Owen Defense,2,rapid,Beginner,Beginner,0,High Quality,higher rating,10,0
12767,True,45,mate,white,1781,1750,C10,French Defense,6,rapid,Intermediate,Intermediate,31,High Quality,higher rating,15,15
12768,True,75,resign,white,1426,969,B00,Nimzowitsch Defense |  Declined Variation,3,rapid,Beginner,Rookie,457,Low Quality,higher rating,18,18
12769,True,93,resign,white,1455,971,A40,English Defense #2,2,rapid,Beginner,Rookie,484,Low Quality,higher rating,15,0
12770,True,50,resign,black,972,1662,A20,English Opening,2,rapid,Rookie,Intermediate,690,Low Quality,higher rating,10,5
12771,True,81,outoftime,white,1927,2434,B21,Sicilian Defense,7,rapid,Intermediate,Expert,507,Low Quality,higher rating,10,0
12772,False,64,resign,black,2619,1927,D51,Queen's Gambit Declined,12,rapid,GrandMaster,Intermediate,692,Low Quality,lower rating,60,0
12773,True,51,resign,white,1814,1805,D02,Queen's Pawn Game,4,rapid,Intermediate,Intermediate,9,High Quality,higher rating,15,15
12774,False,24,outoftime,black,1500,1500,B28,Sicilian Defense,5,rapid,Beginner,Beginner,0,High Quality,higher rating,30,0
12775,False,51,mate,white,1500,1500,C43,Russian Game,5,rapid,Beginner,Beginner,0,High Quality,higher rating,30,0
12776,False,76,resign,black,1961,1500,D02,Queen's Pawn Game,5,rapid,Intermediate,Beginner,461,Low Quality,lower rating,10,0
12777,False,45,resign,white,1500,1961,B40,Sicilian Defense,4,rapid,Beginner,Intermediate,461,Low Quality,higher rating,10,0
12778,False,101,resign,white,1621,1247,B54,Sicilian Defense,5,rapid,Intermediate,Beginner,374,Medium Quality,higher rating,15,15
12779,False,63,resign,white,1500,1621,B12,Caro-Kann Defense,7,rapid,Beginner,Intermediate,121,High Quality,higher rating,15,15
12780,False,52,resign,black,1621,1500,C88,Ruy Lopez,13,rapid,Intermediate,Beginner,121,High Quality,lower rating,15,15
12781,False,80,mate,black,1500,1621,B34,Sicilian Defense,9,rapid,Beginner,Intermediate,121,High Quality,higher rating,15,15
12782,False,11,resign,white,1621,1500,C00,French Defense,3,rapid,Intermediate,Beginner,121,High Quality,higher rating,15,15
12783,False,59,resign,black,1621,1813,B12,Caro-Kann Defense,5,rapid,Intermediate,Intermediate,192,High Quality,higher rating,15,15
12784,False,84,resign,black,1500,1621,A48,Indian Game,8,rapid,Beginner,Intermediate,121,High Quality,higher rating,15,15
12786,False,103,mate,white,1621,1093,A40,Caro-Kann Defense,4,rapid,Intermediate,Rookie,528,Low Quality,higher rating,15,15
12787,False,92,mate,black,1500,1621,B54,Sicilian Defense #2,6,rapid,Beginner,Intermediate,121,High Quality,higher rating,15,15
12788,False,29,resign,white,1894,1621,A44,Old Benoni Defense,4,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12789,False,33,resign,black,1621,1894,C14,French Defense,12,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12790,False,14,resign,white,1894,1621,D94,Gruenfeld Defense,9,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12791,False,17,resign,black,1621,1894,B30,Sicilian Defense,4,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12792,False,14,resign,white,1894,1621,B21,Sicilian Defense,12,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12793,False,22,resign,black,1621,1894,B76,Sicilian Defense,17,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,15,15
12794,False,32,outoftime,black,1621,1903,C40,Elephant Gambit,6,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12795,False,52,resign,black,1621,1500,B33,Sicilian Defense,10,rapid,Intermediate,Beginner,121,High Quality,lower rating,15,15
12796,False,27,resign,white,1903,1621,A84,Dutch Defense,4,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12797,False,48,resign,black,1621,1903,B01,Scandinavian Defense,4,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12798,False,39,resign,white,1903,1621,A84,Dutch Defense,4,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12799,False,81,resign,black,1621,1903,C88,Ruy Lopez,15,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12800,False,34,resign,black,1621,1804,B09,Pirc Defense,7,rapid,Intermediate,Intermediate,183,High Quality,higher rating,15,15
12801,False,34,resign,white,1903,1621,A84,Dutch Defense,4,rapid,Intermediate,Intermediate,282,Medium Quality,higher rating,15,15
12802,True,88,resign,black,1847,1944,D37,Queen's Gambit Declined,9,rapid,Intermediate,Intermediate,97,High Quality,higher rating,10,0
12803,True,64,resign,black,2040,2334,B06,Modern Defense,6,blitz,Advanced,Expert,294,Medium Quality,higher rating,5,5
12804,False,48,draw,draw,1973,2040,B48,Sicilian Defense,11,rapid,Intermediate,Advanced,67,High Quality,higher rating,10,0
12805,False,115,mate,white,1800,1973,C70,Ruy Lopez,8,rapid,Intermediate,Intermediate,173,High Quality,higher rating,10,0
12807,False,19,resign,white,1973,1505,D02,Queen's Pawn Game,4,rapid,Intermediate,Beginner,468,Low Quality,higher rating,15,0
12808,False,51,resign,white,1973,1765,A01,Nimzo-Larsen Attack,1,rapid,Intermediate,Intermediate,208,Medium Quality,higher rating,10,0
12809,False,82,outoftime,black,2010,1973,A48,Torre Attack,5,rapid,Advanced,Intermediate,37,High Quality,lower rating,10,0
12810,False,58,resign,white,1973,1522,C41,Philidor Defense #3,5,rapid,Intermediate,Beginner,451,Low Quality,higher rating,10,0
12811,True,36,resign,black,2091,1958,A01,Nimzo-Larsen Attack,2,rapid,Advanced,Intermediate,133,High Quality,lower rating,10,0
12812,True,116,outoftime,black,1969,1969,B73,Sicilian Defense,15,rapid,Intermediate,Intermediate,0,High Quality,higher rating,10,0
12813,True,71,resign,white,1953,2141,C55,Italian Game,7,rapid,Intermediate,Advanced,188,High Quality,higher rating,10,0
12814,True,62,resign,black,1942,1942,C02,French Defense,11,rapid,Intermediate,Intermediate,0,High Quality,higher rating,10,0
12815,False,51,mate,white,1942,1500,B01,Scandinavian Defense,4,rapid,Intermediate,Beginner,442,Low Quality,higher rating,10,0
12816,False,17,resign,white,1942,1500,C07,French Defense,7,rapid,Intermediate,Beginner,442,Low Quality,higher rating,15,8
12817,True,69,resign,white,1929,1983,B01,Scandinavian Defense,8,rapid,Intermediate,Intermediate,54,High Quality,higher rating,10,0
12818,True,44,mate,black,1876,1919,B70,Sicilian Defense,10,rapid,Intermediate,Intermediate,43,High Quality,higher rating,10,0
12819,True,32,draw,draw,1700,1925,A40,Modern Defense,2,rapid,Intermediate,Intermediate,225,Medium Quality,higher rating,10,0
12820,True,137,draw,draw,1773,1930,B00,Owen Defense,2,rapid,Intermediate,Intermediate,157,High Quality,higher rating,10,0
12821,True,53,resign,white,1925,1696,C55,Italian Game,6,rapid,Intermediate,Intermediate,229,Medium Quality,higher rating,10,0
12822,True,53,draw,draw,1930,1762,C03,French Defense,5,rapid,Intermediate,Intermediate,168,High Quality,higher rating,10,0
12823,True,124,mate,black,1864,1921,C00,French Defense,3,rapid,Intermediate,Intermediate,57,High Quality,higher rating,10,0
12824,True,24,outoftime,black,1930,1988,B40,Sicilian Defense,10,rapid,Intermediate,Intermediate,58,High Quality,higher rating,10,0
12825,True,83,resign,white,2109,1936,E98,King's Indian Defense,17,blitz,Advanced,Intermediate,173,High Quality,higher rating,5,5
12826,True,80,resign,black,1898,1926,E71,King's Indian Defense,9,rapid,Intermediate,Intermediate,28,High Quality,higher rating,10,0
12827,False,73,resign,white,1527,1608,C69,Ruy Lopez,9,rapid,Beginner,Intermediate,81,High Quality,higher rating,30,0
12828,False,34,mate,black,1588,1527,C45,Scotch Game,8,rapid,Beginner,Beginner,61,High Quality,lower rating,30,0
12829,False,42,resign,black,1500,1527,C20,King's Pawn Game,3,rapid,Beginner,Beginner,27,High Quality,higher rating,30,0
12830,False,58,mate,black,1548,1527,C67,Ruy Lopez,8,rapid,Beginner,Beginner,21,High Quality,lower rating,30,0
12831,False,35,resign,white,1527,1500,C40,King's Knight Opening,3,rapid,Beginner,Beginner,27,High Quality,higher rating,30,0
12832,False,57,resign,white,1527,1500,C66,Ruy Lopez,12,rapid,Beginner,Beginner,27,High Quality,higher rating,10,5
12833,False,128,mate,black,1527,1290,C41,Philidor Defense #2,4,blitz,Beginner,Beginner,237,Medium Quality,lower rating,5,8
12834,False,93,resign,white,1549,1527,C44,Ponziani Opening,6,rapid,Beginner,Beginner,22,High Quality,higher rating,10,2
12835,False,61,resign,white,1500,1527,C46,Three Knights Opening,5,rapid,Beginner,Beginner,27,High Quality,higher rating,25,5
12836,False,84,resign,black,2237,1742,D10,Slav Defense,5,rapid,Advanced,Intermediate,495,Low Quality,lower rating,15,5
12837,True,78,outoftime,black,2001,1395,B07,Czech Defense,6,blitz,Advanced,Beginner,606,Low Quality,lower rating,5,8
12838,True,74,resign,black,1826,1970,B21,Sicilian Defense,3,rapid,Intermediate,Intermediate,144,High Quality,higher rating,10,2
12839,True,126,resign,black,1696,1967,A04,Zukertort Opening,2,rapid,Intermediate,Intermediate,271,Medium Quality,higher rating,10,8
12840,False,72,resign,black,1842,1967,A04,Zukertort Opening,2,rapid,Intermediate,Intermediate,125,High Quality,higher rating,10,0
12841,True,66,mate,black,1816,1960,D02,Queen's Pawn Game,4,rapid,Intermediate,Intermediate,144,High Quality,higher rating,10,0
12842,True,50,resign,black,1730,1955,B20,Sicilian Defense,3,blitz,Intermediate,Intermediate,225,Medium Quality,higher rating,5,8
12843,True,57,resign,white,1942,1993,C11,French Defense,7,rapid,Intermediate,Intermediate,51,High Quality,higher rating,10,0
12844,True,52,resign,black,1956,1864,B32,Sicilian Defense,7,rapid,Intermediate,Intermediate,92,High Quality,lower rating,10,0
12845,True,76,resign,black,1866,1948,B35,Sicilian Defense,14,rapid,Intermediate,Intermediate,82,High Quality,higher rating,10,0
12846,True,89,outoftime,white,1935,1968,C41,Philidor Defense,9,rapid,Intermediate,Intermediate,33,High Quality,higher rating,10,0
12847,True,25,resign,white,1952,1946,D00,Blackmar-Diemer Gambit,7,rapid,Intermediate,Intermediate,6,High Quality,higher rating,10,0
12848,True,62,mate,black,1859,1938,B20,Sicilian Defense,3,blitz,Intermediate,Intermediate,79,High Quality,higher rating,5,15
12849,False,30,resign,black,1778,1938,D01,Queen's Pawn Game,4,blitz,Intermediate,Intermediate,160,High Quality,higher rating,7,2
12850,False,67,resign,white,1938,1778,B01,Scandinavian Defense,4,blitz,Intermediate,Intermediate,160,High Quality,higher rating,7,2
12851,False,37,resign,white,1778,1938,D01,Queen's Pawn Game,4,blitz,Intermediate,Intermediate,160,High Quality,higher rating,7,2
12852,False,21,resign,black,1938,1924,C44,Scotch Gambit,11,blitz,Intermediate,Intermediate,14,High Quality,lower rating,5,10
12853,True,66,resign,white,1774,1954,B22,Sicilian Defense,3,rapid,Intermediate,Intermediate,180,High Quality,higher rating,15,0
12854,False,30,resign,white,1804,1954,B22,Sicilian Defense,3,rapid,Intermediate,Intermediate,150,High Quality,higher rating,10,11
12855,False,55,outoftime,white,1954,1955,B34,Sicilian Defense,9,rapid,Intermediate,Intermediate,1,High Quality,higher rating,15,2
12856,True,32,resign,black,1801,1947,D45,Semi-Slav Defense,10,rapid,Intermediate,Intermediate,146,High Quality,higher rating,10,0
12857,False,49,resign,white,1947,1937,B41,Sicilian Defense,10,blitz,Intermediate,Intermediate,10,High Quality,higher rating,5,8
12858,True,56,resign,white,1968,1958,B23,Sicilian Defense,3,rapid,Intermediate,Intermediate,10,High Quality,higher rating,10,0
12859,True,56,resign,black,1970,1957,C15,French Defense,6,rapid,Intermediate,Intermediate,13,High Quality,lower rating,10,0
12860,True,38,resign,black,2052,1956,A42,Sicilian Defense,5,rapid,Advanced,Intermediate,96,High Quality,lower rating,10,0
12861,True,41,mate,white,1946,1912,B32,Sicilian Defense,7,rapid,Intermediate,Intermediate,34,High Quality,higher rating,10,0
12862,True,72,resign,black,1841,1937,B20,Sicilian Defense,2,rapid,Intermediate,Intermediate,96,High Quality,higher rating,10,0
12863,True,23,resign,white,1927,1892,C44,Scotch Gambit,11,rapid,Intermediate,Intermediate,35,High Quality,higher rating,10,0
12864,True,67,resign,white,1910,2080,C45,Scotch Game,9,rapid,Intermediate,Advanced,170,High Quality,higher rating,10,0
12865,True,76,resign,black,1928,1723,C45,Scotch Game,9,rapid,Intermediate,Intermediate,205,Medium Quality,lower rating,10,5
12866,True,54,resign,black,1826,1919,B20,Sicilian Defense,3,blitz,Intermediate,Intermediate,93,High Quality,higher rating,7,18
12867,True,94,outoftime,black,1882,1909,B20,Sicilian Defense,3,rapid,Intermediate,Intermediate,27,High Quality,higher rating,10,0
12868,True,57,resign,white,1907,1499,B06,Modern Defense,2,rapid,Intermediate,Beginner,408,Low Quality,higher rating,10,0
12869,True,39,mate,white,1899,1790,C44,Scotch Game,7,rapid,Intermediate,Intermediate,109,High Quality,higher rating,10,0
12870,False,65,resign,white,1713,1553,C50,Four Knights Game,8,rapid,Intermediate,Beginner,160,High Quality,higher rating,15,0
12871,False,96,resign,white,1713,1553,C50,Four Knights Game,8,rapid,Intermediate,Beginner,160,High Quality,higher rating,15,0
12872,False,37,resign,white,1553,1713,C55,Italian Game,6,rapid,Beginner,Intermediate,160,High Quality,higher rating,15,0
12873,True,97,resign,white,1680,1572,C00,French Defense,3,rapid,Intermediate,Beginner,108,High Quality,higher rating,15,15
12874,True,135,mate,white,1805,1721,C55,Italian Game,6,rapid,Intermediate,Intermediate,84,High Quality,higher rating,15,15
12875,True,98,resign,black,1525,1605,C62,Ruy Lopez,11,rapid,Beginner,Intermediate,80,High Quality,higher rating,15,15
12876,True,44,resign,white,1505,1559,B07,Pirc Defense #3,6,rapid,Beginner,Beginner,54,High Quality,higher rating,15,15
12877,True,44,resign,black,1408,1371,D46,Semi-Slav Defense,11,rapid,Beginner,Beginner,37,High Quality,lower rating,15,15
12878,True,93,resign,white,1608,1500,C62,Ruy Lopez,6,rapid,Intermediate,Beginner,108,High Quality,higher rating,15,15
12879,False,80,resign,black,1500,1500,C20,King's Pawn Game,3,blitz,Beginner,Beginner,0,High Quality,higher rating,6,5
12880,True,45,resign,white,2065,2043,B77,Sicilian Defense,18,rapid,Advanced,Advanced,22,High Quality,higher rating,10,0
12881,True,24,resign,black,1928,1879,B32,Sicilian Defense,7,blitz,Intermediate,Intermediate,49,High Quality,lower rating,5,8
12882,True,96,outoftime,black,1892,1846,B35,Sicilian Defense,13,rapid,Intermediate,Intermediate,46,High Quality,lower rating,10,0
12883,True,55,resign,white,1936,1906,C50,Italian Game,6,rapid,Intermediate,Intermediate,30,High Quality,higher rating,10,0
12884,True,73,outoftime,white,1285,1936,E90,King's Indian Defense,9,rapid,Beginner,Intermediate,651,Low Quality,higher rating,10,0
12885,True,19,mate,white,1933,1564,C62,Ruy Lopez,6,rapid,Intermediate,Beginner,369,Medium Quality,higher rating,10,0
12886,True,48,resign,black,1922,1917,E87,King's Indian Defense,13,rapid,Intermediate,Intermediate,5,High Quality,lower rating,10,0
12887,True,35,resign,white,1911,1675,B57,Sicilian Defense,15,rapid,Intermediate,Intermediate,236,Medium Quality,higher rating,10,0
12888,True,51,mate,white,1895,1895,B78,Sicilian Defense,19,rapid,Intermediate,Intermediate,0,High Quality,higher rating,10,0
12889,True,39,resign,white,1889,1618,C41,Philidor Defense,7,rapid,Intermediate,Intermediate,271,Medium Quality,higher rating,15,15
12890,False,170,resign,black,2006,1889,E70,King's Indian Defense,7,rapid,Advanced,Intermediate,117,High Quality,lower rating,30,10
12891,True,51,outoftime,white,1876,1807,C42,Petrov's Defense #2,5,rapid,Intermediate,Intermediate,69,High Quality,higher rating,10,0
12892,True,58,mate,black,1503,1873,C48,Four Knights Game,7,blitz,Beginner,Intermediate,370,Medium Quality,higher rating,5,5
12893,True,45,resign,white,1856,1858,B41,Sicilian Defense,8,rapid,Intermediate,Intermediate,2,High Quality,higher rating,10,0
12894,True,50,resign,black,1838,1839,C55,Italian Game,10,rapid,Intermediate,Intermediate,1,High Quality,higher rating,10,0
12895,True,42,resign,black,1505,1907,B10,Caro-Kann Defense,2,rapid,Beginner,Intermediate,402,Low Quality,higher rating,10,0
12896,True,37,resign,white,1620,1682,E52,Nimzo-Indian Defense,12,rapid,Intermediate,Intermediate,62,High Quality,higher rating,15,2
12897,True,85,resign,black,1999,1988,E15,Queen's Indian Defense,10,rapid,Intermediate,Intermediate,11,High Quality,lower rating,15,0
12898,True,171,mate,white,1976,2010,C50,Italian Game,5,rapid,Intermediate,Advanced,34,High Quality,higher rating,15,0
12899,True,63,resign,white,2000,1986,E16,Queen's Indian Defense,10,rapid,Intermediate,Intermediate,14,High Quality,higher rating,15,0
12900,True,84,outoftime,black,1896,1992,D30,Queen's Gambit Declined,7,rapid,Intermediate,Intermediate,96,High Quality,higher rating,15,10
12901,True,65,resign,white,1983,1904,D18,Slav Defense,11,rapid,Intermediate,Intermediate,79,High Quality,higher rating,15,10
